status,collision_index,collision_year,collision_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_severity
Unvalidated,2024131450936,2024.0,131450936,1.0,1.0,3,1.0,17,4,10.0,1,0,0,1.0,0,1.0,1,E01010737,3,3
,202417M102324,2024.0,17M102324,2.0,1.0,2,1.0,28,6,0.0,0,1,0,0.0,9,-1.0,-1,-1,-1,3
Unvalidated,2024010493899,2024.0,010493899,1.091496636618653,2.0,2,-1.0,-1,-1,0.0,0,2,0,0.0,9,,-1,-1,-1,3
Unvalidated,2024070346132,,070346132,2.0,1.0,1,1.0,19,4,0.0,0,0,0,0.0,1,1.0,5,E01012542,-1,3
Unvalidated,2024991409103,2024.0,991409103,2.0,3.0,2,2.0,43,7,0.0,0,1,0,0.0,9,1.0,1,-1,3,3
Unvalidated,2024332400223,2024.0,332400223,1.0,2.0,2,2.0,35,6,0.0,0,-1,0,0.0,9,1.0,8,E01025861,3,3
Unvalidated,2024451450948,2024.0,451450948,1.0,1.0,1,1.0,75,10,0.0,0,0,0,0.0,9,1.0,10,E01030448,3,3
Unvalidated,2024522401393,2024.0,,3.0,1.0,1,,23,5,0.0,0,0,0,0.0,3,2.0,8,E01014867,-1,3
Unvalidated,2024411504854,2024.0,411504854,2.0,2.0,1,1.0,55,8,0.0,0,0,0,0.0,98,2.0,5,E01021762,3,3
,2024211468106,2024.0,211468106,1.0,1.0,3,2.0,13,3,6.0,2,0,0,-1.0,0,-1.0,-1,-1,7,2
Unvalidated,2024552400416,2024.0,552400416,2.0,1.0,1,1.0,57,9,0.0,0,0,0,0.0,1,1.0,5,E01020364,-1,3
Unvalidated,2024440143709,2024.0,440143709,2.0,1.0,1,1.0,28,6,0.0,0,0,0,0.0,3,1.0,4,E01017171,-1,3
Unvalidated,2024302400116,2024.0,302400116,2.0,1.0,1,2.0,49,8,0.0,0,0,0,0.0,9,3.0,8,E01019834,-1,3
Unvalidated,2024471456816,2024.0,471456816,1.0,3.0,1,1.0,18,4,0.0,0,0,0,0.0,9,3.0,6,E01021145,3,3
Unvalidated,2024061435418,2024.0,061435418,1.0,1.2254929235625556,3,1.0,40,7,10.0,9,0,0,0.0,0,-1.0,-1,-1,1,1
Unvalidated,2024010498675,2024.0,010498675,1.0,1.0,3,2.0,28,6,1.0,1,0,0,0.0,0,1.0,7,E01002255,-1,3
Unvalidated,2024161398014,2024.0,161398014,1.0,1.0,1,1.0,74,10,0.0,0,0,0,0.0,9,-1.0,-1,-1,5,2
Unvalidated,2024201433412,2024.0,201433412,2.0,1.0,1,1.0,40,7,0.0,0,0,0,0.0,9,1.0,3,E01010479,3,3
Unvalidated,2024221452259,2024.0,,1.0,1.0,1,1.0,27,6,0.0,0,0,0,0.0,9,3.0,5,E01014018,3,3
Unvalidated,2024991440291,2024.0,991440291,2.0,2.0,2,2.0,33,6,0.0,0,1,0,0.0,9,,5,-1,3,3
Unvalidated,2024411451602,2024.0,411451602,2.0,1.0,1,1.0,45,7,0.0,0,0,0,0.0,1,1.0,7,E01023832,3,3
Unvalidated,2024010503576,2024.0,010503576,1.0,3.0,2,2.0,31,6,0.0,0,0,0,0.0,8,1.0,5,E01002632,-1,3
Unvalidated,2024010487847,2024.0,010487847,1.0,0.8543721432396162,3,2.0,34,6,10.0,9,0,0,0.0,0,1.0,2,E01002087,-1,3
Unvalidated,2024231410307,2024.0,231410307,2.0,1.0,1,1.0,23,5,0.0,0,0,0,0.0,1,3.0,8,E01031196,3,3
Unvalidated,2024010515194,2024.0,010515194,1.0,4.0,2,2.0,-1,-1,0.0,0,0,4,0.0,11,1.0,7,E01002675,-1,3
,2024131448325,2024.0,,2.0,5.0,2,1.0,10,2,0.0,0,2,0,0.0,9,,6,E01011551,3,3
Unvalidated,2024010494254,2024.0,010494254,1.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,4,1.0,2,E01000223,-1,3
Unvalidated,2024131432547,2024.0,131432547,1.0,1.0,3,2.0,81,11,5.0,1,0,0,2.0,0,1.0,4,E01032498,3,3
Unvalidated,2024131427717,2024.0,131427717,2.0,1.0,1,1.0,32,6,0.0,0,0,0,0.0,3,1.0,2,E01011538,3,3
Unvalidated,2024622400226,2024.0,622400226,1.0,1.0,1,2.0,30,6,-0.13545445453010266,0,0,0,0.0,8,-1.0,-1,-1,-1,3
Unvalidated,2024052401124,2024.0,052401124,1.0,1.0,3,,80,11,5.0,3,0,0,0.0,0,1.0,4,E01006835,-1,3
Unvalidated,2024401419375,2024.0,401419375,2.0,1.0,1,1.0,35,6,0.0,0,0,0,0.0,9,1.0,2,E01015754,3,3
Unvalidated,2024061393716,2024.0,061393716,2.0,3.0,2,1.0,19,4,0.0,0,2,0,0.0,8,-1.0,-1,-1,3,3
Unvalidated,2024010517935,2024.0,010517935,1.0,0.9717889413667883,1,1.0,36,7,0.0,0,0,0,0.0,19,1.0,3,E01002100,-1,3
Unvalidated,2024411441036,,411441036,2.0,1.0,1,1.0,52,8,0.0,0,0,0,0.0,9,,5,E01023611,3,3
Unvalidated,2024010499080,2024.0,010499080,1.0,0.7613113106629762,1,1.0,34,6,0.0,0,0,0,0.0,1,1.0,2,E01002786,-1,3
Unvalidated,2024371503821,2024.0,371503821,1.0,2.0,3,1.0,15,3,10.0,9,0,0,0.0,0,1.0,4,E01030263,3,3
Unvalidated,2024552400254,2024.0,552400254,1.0,1.0,3,2.0,92,11,5.0,1,0,0,0.0,0,-1.0,-1,-1,-1,1
Unvalidated,2024421447063,2024.0,421447063,1.0,1.0,3,2.0,44,7,5.0,1,0,0,0.0,0,,4,E01015948,3,3
,2024440090664,2024.0,440090664,1.0,1.0,1,1.0,34,6,0.0,0,0,0,0.0,19,-1.0,-1,-1,-1,2
Unvalidated,2024010509789,2024.0,010509789,1.0,1.0,1,1.0,35,6,0.0,0,0,0,0.0,9,1.0,3,E01000578,-1,3
Unvalidated,2024010514322,2024.0,010514322,1.0,1.0,1,1.0,21,5,0.0,0,0,0,0.0,3,1.0,4,E01033727,-1,2
Unvalidated,2024061419120,2024.0,061419120,3.0,5.0,2,2.0,35,6,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024161434272,2024.0,161434272,2.0,2.0,1,1.0,49,8,0.0,0,0,0,0.0,9,1.0,9,E01011945,3,3
Unvalidated,2024361430672,2024.0,361430672,2.0,3.0,2,1.0,39,7,0.0,0,-1,0,0.0,9,1.0,3,E01026596,3,3
Unvalidated,2024421414406,2024.0,421414406,2.0,2.0,1,2.0,40,7,0.0,0,0,0,0.0,9,1.0,4,E01022011,3,3
Unvalidated,2024131420334,,131420334,2.0,1.0,1,2.0,49,8,0.0,0,0,0,0.0,9,,1,E01011663,3,3
Unvalidated,2024501407383,2024.0,501407383,1.0,1.0,1,2.0,32,6,0.0,0,0,0,0.0,9,3.0,7,E01022274,3,3
Unvalidated,2024122400470,2024.0,122400470,1.0,2.0,2,1.0,17,4,0.0,0,1,0,0.0,9,1.0,7,E01012064,-1,3
Unvalidated,2024501395657,2024.0,501395657,1.0,1.0,3,1.0,75,10,1.0,3,0,0,0.0,0,3.0,4,E01018962,7,2
Unvalidated,2024010495177,2024.0,010495177,1.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,1,1.0,4,E01003165,-1,3
Unvalidated,2024131414298,2024.0,,1.0,1.0,1,1.0,43,7,0.0,0,0,0,0.0,9,3.0,3,E01011601,3,3
Unvalidated,2024471452868,2024.0,471452868,1.9560091205504808,2.0,1,1.0,54,8,0.0,0,0,0,0.0,9,1.0,6,E01002955,3,3
Unvalidated,2024440073133,2024.0,440073133,1.0,1.0,3,,24,5,1.0,4,0,0,0.0,0,1.0,1,E01017207,-1,2
,2024991421232,2024.0,991421232,1.0,1.0,1,1.0,44,7,0.0,0,0,0,0.0,9,1.0,4,-1,1,1
Unvalidated,2024430415852,2024.0,430415852,1.0651572297643306,1.0,1,1.0,43,7,0.0,0,0,0,0.0,4,1.0,5,E01016279,-1,2
Unvalidated,2024010518354,2024.0,010518354,1.0,1.0,3,1.0,32,6,5.0,3,0,0,0.0,0,1.0,2,E01004319,-1,3
Unvalidated,2024131426214,2024.0,131426214,1.0,1.0,1,2.0,33,6,0.0,0,0,0,,9,1.0,1,E01011144,3,3
Unvalidated,2024520002218,2024.0,520002218,2.0,2.2188390825720337,1,1.0,19,4,0.0,0,0,0,0.0,9,1.0,7,E01014423,-1,3
Unvalidated,2024041437856,2024.0,041437856,2.0,1.0,1,1.0,21,5,0.0,0,0,0,0.0,1,1.0,2,E01012625,3,3
Unvalidated,2024041441982,2024.0,041441982,2.0,1.0,1,1.0,45,7,0.0,0,0,0,0.0,9,1.0,2,E01025290,3,3
Unvalidated,2024052400909,2024.0,052400909,2.0,1.0,2,1.0,0,1,0.0,0,1,0,0.0,9,-1.0,-1,-1,-1,3
Unvalidated,2024991425574,2024.0,991425574,2.0,1.0,1,2.0,38,7,0.0,0,0,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024461419158,2024.0,461419158,1.0,1.0,3,1.0,34,6,10.0,9,0,0,2.0,0,1.0,8,E01002975,3,3
Unvalidated,2024141457500,2024.0,141457500,1.0,1.0,3,1.0,17,4,10.0,9,0,0,0.0,0,-1.0,-1,-1,3,3
Unvalidated,2024131401417,2024.0,131401417,1.0,1.0,3,2.0,60,9,8.0,4,0,0,2.0,0,1.0,5,E01011096,3,3
Unvalidated,2024471402739,2024.0,471402739,1.1492215134271682,2.0,2,2.0,50,8,0.0,0,1,0,0.0,9,,9,E01021231,3,3
Unvalidated,2024340WN1062,2024.0,340WN1062,1.0,1.0,1,1.0,52,8,0.0,0,-1,0,0.0,19,1.0,9,E01027148,3,3
Unvalidated,2024010502500,2024.0,010502500,2.0,1.0,1,1.0,42,7,0.0,0,0,0,0.0,1,1.0,4,E01004254,-1,3
Unvalidated,2024501395665,2024.0,501395665,1.0,1.0,2,2.0,79,11,0.12358634692873005,0,1,0,0.0,9,,5,E01020088,3,3
Unvalidated,2024552400558,2024.0,552400558,1.0,1.0,1,1.0,64,9,0.0,0,0,0,0.0,5,1.0,2,E01031066,-1,3
Unvalidated,2024991455086,2024.0,991455086,1.0,5.0,2,2.0,65,9,0.0,0,2,0,0.0,9,-1.0,-1,-1,1,1
Unvalidated,2024010514338,2024.0,010514338,1.0,2.0,2,2.0,54,8,0.0,0,1,0,0.0,9,1.0,2,E01000484,-1,3
Unvalidated,2024311411785,2024.0,311411785,1.0,1.0,2,2.0,9,2,0.0,0,1,0,0.0,8,-1.0,-1,-1,3,3
Unvalidated,2024471456816,2024.0,471456816,2.0,1.0,2,,71,10,0.0,0,1,0,0.0,9,2.0,8,E01021140,5,2
Unvalidated,2024010513478,2024.0,010513478,1.0,1.0,1,2.0,59,9,0.0,0,0,0,0.0,9,1.0,10,E01030581,-1,3
Unvalidated,2024340NN0142,2024.0,340NN0142,2.0,1.0,2,2.0,63,9,0.0,0,-1,4,0.0,11,,-1,-1,3,3
Unvalidated,2024201433232,2024.0,201433232,2.0,1.0,1,2.0,43,7,0.0,0,0,0,0.0,9,1.0,2,E01009407,3,3
Unvalidated,2024010503504,2024.0,010503504,2.0,1.0,1,2.0,35,6,-0.1683190794551749,0,0,0,0.0,1,1.0,3,E01003105,-1,3
Unvalidated,2024461430428,2024.0,461430428,1.0,1.0,1,1.0,65,9,0.0,0,0,0,0.0,11,-1.0,-1,-1,3,3
Unvalidated,2024010495061,2024.0,010495061,1.0,1.0,2,2.0,60,9,0.0,0,0,4,0.0,11,1.0,4,E01001854,-1,3
Unvalidated,2024141456347,2024.0,141456347,1.0,0.8838294795576336,3,1.0,7,2,5.0,9,0,0,0.0,0,1.0,1,E01007734,3,3
Unvalidated,2024141456183,2024.0,141456183,1.0,2.0,2,2.0,14,3,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024471435540,2024.0,471435540,2.0,1.0,1,1.0,26,6,0.0,0,0,0,0.0,9,1.0,3,E01016921,7,2
Unvalidated,2024361404123,2024.0,361404123,2.0,1.0,1,2.0,66,10,0.0,0,0,0,0.0,9,,6,E01026686,3,3
Unvalidated,2024440089006,2024.0,440089006,1.0,1.0,1,1.0,45,7,0.0,0,0,0,0.0,8,1.0,5,E01017044,-1,3
Unvalidated,2024340WN1902,2024.0,,2.0,1.2616980602050911,1,2.0,53,8,0.0,0,-1,0,0.0,9,3.0,7,E01031198,3,3
Unvalidated,2024010509411,2024.0,010509411,1.0,1.1424807709970493,1,1.0,26,6,0.0,0,0,0,0.0,1,1.0,8,E01004480,-1,3
Unvalidated,2024131426214,2024.0,131426214,1.0,2.0,2,1.0,9,2,0.0,0,1,0,0.0,9,1.0,1,E01011144,3,3
Unvalidated,2024131417889,2024.0,131417889,2.0,3.0,2,1.0,27,6,0.0,0,1,0,0.0,9,1.0,2,E01011370,3,3
Unvalidated,2024434011143,2024.0,434011143,1.0,2.0,2,2.0,6,2,0.0,0,2,0,0.0,8,1.0,3,E01016738,-1,3
Unvalidated,2024361451131,2024.0,361451131,2.0,1.0,1,1.0,65,9,0.0,0,0,0,0.0,20,1.0,8,E01026473,3,3
Unvalidated,2024061405736,2024.0,061405736,2.0,1.0,1,1.0,42,7,0.0,0,0,0,0.0,5,1.0,3,E01005603,3,3
Unvalidated,2024131448564,2024.0,131448564,1.0,2.0,1,1.0,20,4,0.0,0,0,0,0.0,9,1.0,3,E01033032,3,3
Unvalidated,2024451418920,2024.0,451418920,1.0168445589925492,2.0,2,1.0,38,7,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024010494250,,010494250,1.0,1.0,3,2.0,24,5,1.0,2,0,0,,0,1.0,2,E01002793,-1,3
Unvalidated,2024041429908,2024.0,,2.0,2.0,2,2.0,-1,-1,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024552400652,,552400652,2.0,2.0,1,2.0,43,7,0.0,0,0,0,0.0,9,,5,E01015380,-1,3
Unvalidated,2024211438970,2024.0,211438970,2.0,2.0,1,1.0,24,5,0.0,0,0,0,0.0,19,-1.0,-1,-1,3,3
Unvalidated,2024371436302,2024.0,371436302,2.2509922814090797,1.0,1,2.0,58,9,0.0,0,0,0,0.0,9,1.0,3,E01026632,3,3
Unvalidated,2024411432966,2024.0,411432966,1.0,1.0,1,1.0,41,7,0.0,0,0,0,0.0,98,-1.0,-1,-1,3,3
Unvalidated,2024010491097,2024.0,010491097,1.0,1.0,3,2.0,13,3,1.0,1,0,0,0.0,0,1.0,5,E01003414,-1,3
Unvalidated,2024010514295,2024.0,010514295,1.0,1.0,3,2.0,30,6,1.0,1,0,0,0.0,0,1.0,2,E01002776,-1,3
Unvalidated,2024131459074,,131459074,2.0,1.0,1,,66,10,0.0,0,0,0,0.0,5,2.0,7,-1,6,2
Unvalidated,2024451443463,2024.0,451443463,1.0,2.0,1,1.0,37,7,0.0,0,0,0,0.0,9,1.0,6,E01030399,3,3
Unvalidated,2024531405490,2024.0,531405490,2.0,2.0,1,2.0,33,6,0.0,0,0,0,0.0,9,1.0,9,E01022357,7,2
Unvalidated,2024010515403,2024.0,010515403,1.0,1.0,1,2.0,33,6,0.0,0,0,0,0.0,1,1.0,3,E01002100,-1,3
Unvalidated,2024430006738,2024.0,430006738,1.0,1.0,1,1.0,24,5,0.0,0,0,0,0.0,1,1.0,6,E01017809,-1,3
Unvalidated,2024421440316,2024.0,421440316,2.0,1.0,1,2.0,22,5,0.0,0,0,0,0.0,9,1.0,1,E01022032,3,3
Unvalidated,2024041422339,2024.0,041422339,2.0,2.0,1,1.0,47,8,0.0,0,0,0,0.0,98,2.0,6,E01025507,3,3
Unvalidated,2024131398827,2024.0,131398827,1.0,1.0,1,,38,7,0.0,0,0,0,0.0,9,3.0,6,E01010927,3,3
Unvalidated,2024991435761,2024.0,991435761,1.0,3.0,2,2.0,66,10,-0.04026485842087386,0,1,0,0.0,9,1.0,3,-1,6,2
Unvalidated,2024010499700,2024.0,,2.0,1.0,1,1.0,50,8,0.0,0,0,0,0.0,1,1.0,5,E01003022,-1,3
Unvalidated,2024201458313,2024.0,201458313,2.0,1.0,1,2.0,38,7,0.0,0,0,0,0.0,9,1.0,1,E01009131,3,3
Unvalidated,2024131421759,2024.0,131421759,1.0,2.0,2,2.0,16,4,0.0,0,1,0,,9,-1.0,-1,-1,3,3
Unvalidated,2024010488340,2024.0,010488340,1.0,1.0,1,1.0,24,5,0.0,0,0,0,0.0,1,1.0,2,E01001337,-1,3
Unvalidated,2024311410948,2024.0,311410948,1.0,1.0,2,,52,8,0.0,0,0,4,0.0,11,1.0,8,E01028177,3,3
Unvalidated,2024542984124,2024.0,542984124,1.0,1.0,2,2.0,52,8,0.0,0,1,0,0.0,9,2.0,7,E01015520,-1,3
Unvalidated,2024401411472,2024.0,401411472,2.0,1.0,1,1.0,60,9,0.0,0,0,0,0.0,9,1.0,4,E01015750,3,3
Unvalidated,2024010488691,2024.0,010488691,2.0,1.0,1,1.0,20,4,0.0,0,0,0,0.0,1,1.0,2,E01004201,-1,3
Unvalidated,2024131423164,2024.0,131423164,2.0,1.0,1,1.0,61,9,0.0,0,0,0,0.0,9,1.0,2,E01011805,3,3
Unvalidated,2024041458910,2024.0,041458910,1.0,1.0,1,2.0,37,7,0.0,0,0,0,0.0,9,1.0,8,E01006403,3,3
Unvalidated,2024141399716,2024.0,141399716,1.0,1.0,3,1.0,55,8,10.0,9,0,0,0.0,0,3.0,5,E01008136,7,2
Unvalidated,2024010504022,2024.0,010504022,2.0,1.0,1,1.0,42,7,0.0,0,0,0,0.0,1,1.0,7,E01002971,-1,3
Unvalidated,2024471420329,2024.0,471420329,2.0,1.0,1,2.0,38,7,0.0,0,0,0,0.0,5,1.0,4,E01016890,3,3
Unvalidated,2024010494507,2024.0,010494507,2.0,9.0,1,1.0,35,6,0.0,0,0,0,0.0,11,-1.0,-1,-1,-1,3
Unvalidated,2024010510220,2024.0,010510220,1.0,1.0,3,1.0,23,5,1.0,1,0,0,0.0,0,1.0,7,E01003794,-1,3
,2024440049445,2024.0,440049445,1.0,1.0,1,2.0,56,9,0.0,0,0,0,0.0,9,1.0,3,E01017051,-1,3
Unvalidated,2024031418067,2024.0,031418067,2.0,1.0,2,1.0,12,3,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024361428776,2024.0,361428776,1.0,2.0,2,2.0,17,4,0.0,0,2,0,0.0,9,1.0,4,E01026466,3,3
Unvalidated,2024010494926,2024.0,010494926,1.0,2.0,2,2.0,78,11,0.0,0,2,0,0.0,9,1.0,1,E01004340,-1,3
Unvalidated,2024302400455,2024.0,302400455,1.0,1.0,1,1.0,14,3,0.0,0,0,0,0.0,90,1.0,1,E01019509,-1,2
Unvalidated,2024302400435,2024.0,302400435,1.0,1.0,3,1.0,32,6,1.0,1,0,0,0.0,0,,2,E01013588,-1,3
Unvalidated,2024010492872,2024.0,010492872,2.0,1.0,1,,57,9,0.0,0,0,0,0.0,1,1.0,4,E01001898,-1,3
Unvalidated,2024451421817,2024.0,451421817,2.0,0.7955671065668785,1,1.0,32,6,0.0,0,0,0,0.0,9,1.0,7,E01030858,3,3
Unvalidated,2024361445237,2024.0,,1.0,1.0,3,2.0,12,3,10.0,9,0,0,-1.0,0,1.0,1,E01026808,3,3
Unvalidated,2024501455532,2024.0,501455532,1.0,2.0,2,2.0,16,4,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024371398646,,371398646,1.0,4.0,2,1.0,33,6,0.0,0,2,0,0.0,9,1.0,1,E01030250,3,3
Unvalidated,2024010491798,2024.0,010491798,2.0,1.0,1,2.0,34,6,0.0,0,0,0,0.0,1,1.0,5,E01001168,-1,3
Unvalidated,2024122400487,2024.0,122400487,2.0,2.0,1,2.0,45,7,0.0,0,0,0,0.0,9,1.0,9,E01012998,-1,3
Unvalidated,2024010513717,2024.0,010513717,3.0,3.0,1,1.0,32,6,0.0,0,0,0,0.0,19,,-1,-1,-1,3
Unvalidated,2024211440607,2024.0,211440607,2.0,1.0,2,1.0,9,2,0.0,0,1,0,0.0,9,,1,E01014316,3,3
Unvalidated,2024501439615,2024.0,501439615,1.0,1.0,2,2.0,20,4,0.0,0,1,0,0.0,9,1.0,1,E01015257,3,3
Unvalidated,2024231411909,2024.0,231411909,2.0,1.0,1,2.0,42,7,0.0,0,0,0,0.0,9,1.0,4,E01009524,3,3
Unvalidated,2024991403146,2024.0,991403146,2.0,1.0,1,1.0,19,4,0.0,0,0,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024401420242,2024.0,401420242,1.0,1.0,3,2.0,18,4,5.0,4,0,0,0.0,0,,2,E01017474,3,3
Unvalidated,2024451457140,2024.0,451457140,2.0,4.0,2,2.0,20,4,0.0,0,2,0,0.0,9,1.0,7,E01030594,3,3
Unvalidated,2024361443603,2024.0,361443603,1.0,1.0,1,1.0,19,4,0.0,0,0,0,0.0,4,,6,E01026451,3,3
Unvalidated,2024041402325,2024.0,041402325,2.0,1.0,1,2.0,56,9,0.0,0,0,0,0.0,9,1.0,9,E01025256,3,3
,2024411462205,2024.0,411462205,2.0,2.0,1,1.0,28,6,0.0,0,0,0,0.0,19,2.0,8,E01023466,3,3
Unvalidated,2024332400443,2024.0,332400443,1.0,1.0,1,2.0,28,6,0.0,0,-1,0,0.0,9,1.0,7,E01013686,3,3
Unvalidated,2024010494973,2024.0,010494973,1.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,1,1.0,8,E01002993,-1,3
Unvalidated,2024141405823,2024.0,141405823,1.0,1.0,1,2.0,25,5,0.0,0,0,0,0.0,9,1.0,1,E01007413,3,3
,2024361418820,2024.0,361418820,2.0,1.0,1,2.0,30,6,0.0,0,0,0,0.0,9,1.0,6,E01026431,3,3
Unvalidated,202417S101224,2024.0,17S101224,1.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,9,1.0,1,E01012058,-1,3
Unvalidated,2024471426485,2024.0,471426485,2.0,1.0,1,1.0,28,6,0.0,0,0,0,0.0,9,1.0,3,E01031350,3,3
Unvalidated,2024141445080,2024.0,141445080,1.0,1.0,1,2.0,37,7,0.0,0,0,0,0.0,9,1.0,4,E01007537,3,3
Unvalidated,2024471424233,2024.0,471424233,2.0,1.0,1,,30,6,0.0,0,0,0,0.0,97,1.0,1,E01020972,3,3
Unvalidated,2024541036124,2024.0,541036124,2.0,1.0491212981207718,1,1.0,31,6,0.0,0,0,0,0.0,5,1.0,7,E01032116,-1,3
Unvalidated,2024070493499,2024.0,070493499,2.128590056254348,2.0,2,2.0,71,10,0.0,0,0,0,0.0,5,1.0,6,E01018674,-1,3
Unvalidated,2024141406057,2024.0,141406057,1.0,1.0,3,1.0,43,7,10.0,9,0,0,0.0,0,1.0,8,E01007485,1,1
Unvalidated,2024461434044,2024.0,461434044,1.0,1.0,3,2.0,35,6,5.0,3,0,0,0.0,0,1.0,9,E01016052,3,3
Unvalidated,2024501456778,2024.0,501456778,3.0,1.0,1,2.0,22,5,0.0,0,0,0,0.0,9,,9,E01028747,3,3
Unvalidated,2024041457364,2024.0,041457364,1.0,1.0,1,1.0,4,1,0.0,0,0,0,0.0,1,-1.0,-1,-1,3,3
Unvalidated,2024122400757,2024.0,122400757,2.0,2.0,1,,75,10,0.0,0,0,0,0.0,9,1.0,10,E01011699,-1,3
Unvalidated,2024430165166,2024.0,430165166,2.0,1.0,1,1.0,41,7,0.0,0,0,0,0.0,9,1.0,6,E01028757,-1,3
Unvalidated,2024010491402,2024.0,010491402,1.0,0.7556092358733744,2,1.0,90,11,0.0,0,0,3,0.0,11,1.0,2,E01004470,-1,3
Unvalidated,2024052401147,2024.0,052401147,2.0,1.0,1,1.0,36,7,0.0,0,0,0,0.0,9,,1,E01006678,-1,3
Unvalidated,2024211408259,2024.0,211408259,1.0,2.0,3,2.0,4,1,5.0,9,0,0,-1.0,0,1.0,3,E01029804,3,3
Unvalidated,2024531409615,2024.0,531409615,3.0,1.0,1,1.0,38,7,0.0,0,0,0,0.0,9,1.0,8,E01022356,7,2
Unvalidated,2024991455508,2024.0,991455508,1.0,2.0,1,2.0,26,6,0.0,0,0,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024052401244,2024.0,052401244,2.0,1.0,1,1.0,42,7,0.0,0,0,0,0.0,5,1.0,4,E01006641,-1,2
Unvalidated,2024522401317,2024.0,522401317,1.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,3,1.0,2,E01014526,-1,3
Unvalidated,2024501396875,2024.0,501396875,2.0,1.0,2,2.0,60,9,0.0,0,1,0,0.0,9,3.0,4,E01020287,3,3
Unvalidated,2024471498676,2024.0,471498676,1.0,3.0,1,2.0,65,9,0.006378305774155381,0,0,0,0.0,9,1.0,7,E01031460,3,3
Unvalidated,2024340NN0422,2024.0,340NN0422,1.0,1.0,1,2.0,74,10,0.0,0,-1,0,0.0,9,1.0,7,E01027102,3,3
Unvalidated,2024302400875,2024.0,302400875,1.0,1.0051728335119239,1,1.0,26,6,0.0,0,0,0,0.0,9,1.0,9,E01025915,-1,3
Unvalidated,2024111451460,2024.0,111451460,2.0,1.0,1,2.0,45,7,0.0,0,0,0,0.0,9,2.0,2,E01020773,6,2
Unvalidated,2024461406246,2024.0,461406246,1.0,1.0,1,1.0,54,8,0.053995191594744085,0,0,0,0.0,9,3.0,4,E01024620,3,3
Unvalidated,2024201418567,2024.0,201418567,2.0,2.0,2,2.0,7,2,0.0,0,1,0,0.0,9,1.0,5,E01012773,3,3
Unvalidated,2024421438419,2024.0,421438419,3.0,1.0,1,2.0,72,10,0.0,0,0,0,0.0,9,2.0,8,E01021737,3,3
Unvalidated,2024332400606,2024.0,332400606,1.0562872672362764,1.0,1,1.0,59,9,0.0,0,-1,0,0.0,1,3.0,7,E01013615,3,3
Unvalidated,2024461462498,2024.0,461462498,2.0,1.0,1,2.0,57,9,0.0,0,0,0,0.0,9,1.0,7,E01000347,3,3
Unvalidated,2024161428974,,161428974,1.0,1.0,1,1.0,24,5,0.0,0,0,0,0.0,2,1.0,5,E01012902,3,3
Unvalidated,2024010515100,2024.0,010515100,2.0,1.0,2,2.0,69,10,0.0,0,1,0,0.0,9,1.0,5,E01003935,-1,3
Unvalidated,2024371401835,2024.0,371401835,1.0,3.0,2,2.0,17,4,0.0,0,2,0,0.0,21,-1.0,-1,-1,3,3
Unvalidated,2024052400423,2024.0,052400423,2.0,1.0,1,2.0,44,7,0.0,0,0,0,0.0,9,1.0,5,E01006665,-1,3
Unvalidated,2024471436703,2024.0,471436703,2.0,2.0,2,2.0,14,3,0.0,0,1,0,,9,1.0,8,E01017000,3,3
Unvalidated,2024631447836,,631447836,2.0,1.0,1,1.0,58,9,0.0,0,0,0,0.0,1,1.0,10,E01016639,3,3
Unvalidated,2024101403838,2024.0,101403838,1.0,1.0,1,1.0,55,8,0.0,0,0,0,0.0,9,1.0,4,E01008833,3,3
Unvalidated,2024361468667,2024.0,361468667,2.0,2.0,1,2.0,59,9,0.0,0,0,0,0.0,9,1.0,2,E01030079,3,3
Unvalidated,2024430120544,2024.0,430120544,2.0,2.0,1,1.0,35,6,0.0,0,0,0,0.0,3,3.0,8,E01028731,-1,2
Unvalidated,2024010511779,2024.0,010511779,1.0,1.0,1,1.0,18,4,0.0,0,0,0,,3,1.0,2,E01000223,-1,3
Unvalidated,2024332400132,2024.0,332400132,1.0,1.0,1,2.0,35,6,0.0,0,-1,0,0.0,9,1.0,2,E01013772,3,3
