status,collision_index,collision_year,collision_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_severity
Unvalidated,2024061466412,2024.0,061466412,1.0,1.0,3,2.0,-1,-1,4.0,1,0,0,2.0,0,-1.0,-1,-1,7,2
Unvalidated,2024010509007,2024.0,,1.0,1.0,1,2.0,41,7,0.0,0,0,0,0.0,9,1.0,7,E01001411,-1,3
Unvalidated,2024031447234,2024.0,031447234,2.0,1.0,2,2.0,14,3,0.0,0,1,0,0.0,9,2.0,4,E01019094,3,3
,2024201484457,2024.0,201484457,1.0,1.0,3,1.0,9,2,5.0,1,0,0,0.0,0,1.0,1,E01010235,3,3
Unvalidated,2024010494553,2024.0,010494553,1.0,2.0,2,2.0,36,7,0.0,0,1,0,0.0,9,1.0,2,E01003243,-1,3
Unvalidated,2024361413703,2024.0,361413703,2.0,1.0,1,1.0,21,5,0.0,0,0,0,0.0,2,1.0,5,E01026870,3,3
Unvalidated,2024031427676,2024.0,031427676,1.0,1.0,1,,44,7,0.0,0,0,0,,9,1.0,6,E01025121,3,3
Unvalidated,2024041456458,,041456458,1.0,4.0,2,1.0,42,7,0.0,0,0,0,0.0,90,1.0,4,E01025057,3,3
Unvalidated,2024547641824,2024.0,547641824,1.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,3,1.0,5,E01032063,-1,3
Unvalidated,2024461480323,2024.0,461480323,1.0,1.0,1,1.0,63,9,0.0,0,0,0,0.0,5,1.0,7,E01032822,3,3
Unvalidated,2024451462593,2024.0,,1.0,1.0,1,2.0,48,8,0.0,0,0,0,0.0,9,1.0,6,E01030678,3,3
Unvalidated,2024161394361,2024.0,161394361,2.0,1.0,1,2.0,26,6,0.0,0,0,0,0.0,9,1.0,10,E01013070,3,3
Unvalidated,2024131430354,2024.0,131430354,1.0,1.0,1,2.0,36,7,0.0,0,0,0,0.0,9,1.0,10,E01011132,3,3
Unvalidated,2024041408688,2024.0,041408688,2.0,1.0,1,2.0,38,7,0.0,0,0,0,0.0,9,1.0,5,E01012635,3,3
Unvalidated,2024631447908,2024.0,631447908,1.0,1.0,1,1.0,20,4,0.0,0,0,0,0.0,90,1.0,1,W01000631,7,2
Unvalidated,2024361460412,2024.0,361460412,1.1229164246457828,1.0,2,,-1,-1,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024430052993,2024.0,430052993,1.966593075173624,1.0,1,2.0,10,2,0.0,0,0,0,0.0,1,1.0,3,E01016381,-1,3
Unvalidated,2024122400531,2024.0,122400531,1.0,1.0,1,2.0,20,4,0.0,0,0,0,0.0,9,1.0,9,E01013380,-1,3
Unvalidated,2024131453307,2024.0,131453307,1.0,1.0,3,1.0,12,3,5.0,1,0,0,1.0,0,1.0,1,E01011358,3,3
Unvalidated,2024131417757,2024.0,131417757,1.0,1.0,1,1.0,17,4,0.0,0,0,0,0.0,3,3.0,2,E01011815,1,1
Unvalidated,2024141422525,2024.0,,1.0,1.0,1,2.0,22,5,0.0,0,0,0,0.0,9,1.0,3,E01007346,3,3
Unvalidated,2024440103576,2024.0,440103576,1.0,1.0,1,2.0,44,7,0.0,0,0,0,0.0,9,1.0,9,E01022633,-1,3
Unvalidated,2024401409828,2024.0,401409828,1.0,1.0,3,2.0,33,6,5.0,1,0,0,0.0,0,1.0,2,E01015749,3,3
Unvalidated,2024131421436,2024.0,131421436,1.0,1.0,1,1.0,60,9,-0.2862907477423744,0,0,0,0.0,9,1.0,4,E01011810,3,3
Unvalidated,2024631437218,2024.0,631437218,1.0,6.0,1,1.0,51,8,0.0,0,0,0,0.0,19,1.0,4,E01012816,3,3
Unvalidated,2024070276038,2024.0,070276038,2.0,2.0,1,2.0,25,5,0.0,0,0,0,0.0,9,1.0,9,E01018420,-1,3
Unvalidated,2024501417168,2024.0,501417168,1.0,1.0,3,1.0,31,6,5.0,1,0,0,0.0,0,1.0,6,E01020025,3,3
Unvalidated,2024041435748,2024.0,041435748,0.9747895692632549,1.0,1,1.0,64,9,0.0,0,0,0,0.0,97,1.0,4,E01012693,6,2
Unvalidated,2024010492077,2024.0,010492077,1.0,1.0,1,1.0,23,5,0.0,0,0,0,0.0,3,1.0,6,E01000196,-1,3
Unvalidated,2024451449289,2024.0,451449289,2.0,0.9830699445368397,1,1.0,27,6,0.0,0,0,0,0.0,9,1.0,-1,-1,3,3
Unvalidated,2024311427769,2024.0,311427769,2.0,1.0,1,2.0,-1,-1,0.0,0,0,0,0.0,9,3.0,3,E01028259,3,3
Unvalidated,202417S302424,2024.0,,2.0,1.0,1,1.0,41,7,0.0,0,0,0,0.0,9,1.0,2,E01012291,-1,3
Unvalidated,2024471400783,2024.0,471400783,2.0,1.1179710615538907,1,1.0,25,5,0.0,0,0,0,0.0,97,1.0,7,E01031398,3,3
Unvalidated,2024141455623,2024.0,141455623,1.0,1.0,2,1.0,7,2,0.0,0,0,4,0.0,11,1.0,4,E01007344,3,3
Unvalidated,2024161434700,2024.0,161434700,1.0,1.0,3,2.0,12,3,5.0,1,0,0,0.0,0,-1.0,-1,-1,3,3
Unvalidated,2024411447231,,411447231,1.0,1.0,1,1.0,42,7,0.0,0,0,0,0.0,9,1.0,2,E01008884,3,3
Unvalidated,2024010507701,2024.0,010507701,1.0,1.0,1,1.0,45,7,0.0,0,0,0,0.0,3,-1.0,-1,-1,-1,3
Unvalidated,2024501425373,2024.0,501425373,1.0,0.8940886436239287,1,1.0,17,4,0.0,0,0,0,0.0,9,3.0,6,E01020188,3,3
Unvalidated,2024451439130,2024.0,451439130,2.0,1.0,1,2.0,30,6,0.0,0,0,0,0.0,9,1.0,10,E01030775,3,3
Unvalidated,2024421402643,2024.0,421402643,2.0,1.0,2,2.0,25,5,0.0,0,-1,0,0.0,9,1.0,3,E01015987,6,2
Unvalidated,2024131414225,,131414225,1.0,1.0,1,1.0,77,11,0.0,0,0,0,0.0,9,1.0,2,E01010869,3,3
Unvalidated,2024010492023,2024.0,010492023,1.0,1.0,3,,57,9,9.0,5,0,0,0.0,0,1.0,4,E01004414,-1,3
Unvalidated,202417S206424,2024.0,17S206424,1.0,1.0,1,2.0,40,7,0.0,0,-1,0,0.0,9,-1.0,-1,-1,-1,3
Unvalidated,2024440009951,2024.0,440009951,2.0,1.0,1,1.0,12,3,0.0,0,0,0,0.0,90,1.0,7,E01022927,-1,3
Unvalidated,2024430037392,2024.0,430037392,1.0,1.0,1,1.0,50,8,-0.4496358543821071,0,0,0,0.0,9,3.0,8,E01017670,-1,3
Unvalidated,2024411398554,2024.0,411398554,2.0,1.0,1,2.0,40,7,0.0,0,0,0,0.0,9,1.0,1,E01015736,3,3
Unvalidated,2024545456224,2024.0,545456224,1.0,1.0,1,1.0,60,9,0.0,0,0,0,0.0,9,3.0,7,E01031866,-1,3
Unvalidated,2024201450278,2024.0,201450278,1.0,1.0,3,2.0,12,3,6.0,9,0,0,0.0,0,1.0,1,E01009321,3,3
Unvalidated,2024111436191,2024.0,111436191,2.0,1.0,1,2.0,57,9,0.0,0,0,0,0.0,9,2.0,4,E01020903,3,3
Unvalidated,2024221429092,2024.0,221429092,2.0,4.0,2,1.0,31,6,-0.21628547155969946,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024211454476,2024.0,211454476,2.0,3.0,2,2.0,21,5,0.0,0,1,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024552400317,2024.0,552400317,1.0,1.0,3,1.0,35,6,1.0,3,0,0,0.0,0,1.0,3,E01015439,-1,3
Unvalidated,2024201396225,2024.0,201396225,2.0,1.0,1,1.0,53,8,0.0,0,0,0,0.0,9,1.0,2,E01010535,3,3
Unvalidated,2024461397207,2024.0,461397207,1.0,1.0,2,2.0,35,6,0.0,0,1,0,0.0,9,-1.0,-1,-1,6,2
Unvalidated,2024311416859,2024.0,311416859,1.0,3.0,1,1.0,35,6,0.0,0,0,0,0.0,9,,4,E01019522,3,3
Unvalidated,2024101451664,2024.0,101451664,2.0,1.0,1,1.0,24,5,0.0,0,0,0,0.0,4,1.0,2,E01008699,3,3
Unvalidated,2024421449861,2024.0,421449861,1.0,1.0,1,2.0,37,7,0.0,0,0,0,0.0,9,1.0,4,E01021374,3,3
Unvalidated,2024010519346,2024.0,010519346,2.0,1.0,1,1.0,36,7,0.0,0,0,0,0.0,5,1.0,4,E01003147,-1,3
Unvalidated,2024991400125,2024.0,991400125,1.0,1.0,1,1.0,27,6,0.0,0,0,0,0.0,9,2.0,5,-1,3,3
Unvalidated,2024231447634,2024.0,231447634,1.0,1.0,1,2.0,46,8,0.0,0,0,0,0.0,9,1.0,10,E01031101,3,3
Unvalidated,2024622400362,2024.0,622400362,2.0,2.0,1,1.0,37,7,0.0,0,0,0,0.0,9,-1.0,-1,-1,-1,3
Unvalidated,2024010513986,2024.0,010513986,2.0,1.0,1,1.0,33,6,0.0,0,0,0,0.0,3,1.0,3,E01000641,-1,3
Unvalidated,2024471448759,2024.0,471448759,2.0,3.0,2,1.0,8,2,0.0,0,1,0,0.0,9,1.0,4,E01031453,3,3
Unvalidated,2024131468576,2024.0,131468576,2.0,1.0,1,1.0,5,1,0.0,0,0,0,0.0,1,1.0,1,E01033697,3,3
Unvalidated,2024501439036,2024.0,501439036,1.0,1.0,1,1.0,62,9,0.0,0,0,0,0.0,3,3.0,6,E01020187,7,2
Unvalidated,2024421419814,2024.0,421419814,1.0,1.0,1,,81,11,0.0,0,0,0,0.0,9,1.0,3,E01021975,3,3
Unvalidated,2024622400117,2024.0,622400117,2.0,3.0,2,2.0,26,6,0.0,0,1,0,0.0,9,-1.0,-1,-1,-1,3
Unvalidated,2024061420248,2024.0,061420248,2.0,1.0,1,1.0,43,7,0.0,0,0,0,0.0,9,,9,E01005545,3,3
Unvalidated,2024451398623,2024.0,451398623,1.983504876776117,2.0613937782487266,1,1.0,37,7,0.0,0,0,0,0.0,98,1.0,4,E01024395,3,3
Unvalidated,2024141428294,2024.0,141428294,1.0,2.0,2,1.0,8,2,0.0,0,2,0,0.0,9,1.0,6,E01007560,3,3
Unvalidated,2024371422830,2024.0,371422830,0.9482128829928334,1.0,1,1.0,28,6,0.0,0,0,0,0.0,9,1.0,7,E01000300,3,3
Unvalidated,2024010496759,2024.0,010496759,1.0,1.0,3,2.0,10,2,4.0,3,0,0,0.0,0,1.0,3,E01001969,-1,3
,2024311454602,,311454602,2.0,1.0,1,2.0,24,5,0.0,0,0,0,0.0,9,1.0,5,E01013931,3,3
Unvalidated,2024991405002,2024.0,991405002,2.0,3.0,1,2.0,32,6,0.0,0,0,0,0.0,9,1.0,2,-1,3,3
Unvalidated,2024131412630,2024.0,131412630,2.0,1.0,1,2.0,9,2,0.0,0,0,0,0.0,1,1.0,1,E01011373,3,3
Unvalidated,2024501426403,2024.0,501426403,2.0,3.0,1,2.0,31,6,0.0,0,0,0,0.0,9,1.0,1,E01015256,3,3
Unvalidated,2024471421183,2024.0,471421183,2.0,1.0,1,2.0,61,9,0.0,0,0,0,0.0,9,1.0,5,E01020951,3,3
Unvalidated,2024421417599,2024.0,421417599,1.0,1.0,3,2.0,9,2,5.0,1,0,0,0.0,0,1.0,4,E01015907,3,3
Unvalidated,2024461412561,2024.0,461412561,2.0,1.0,1,2.0,22,5,0.0,0,0,0,0.0,9,1.0,2,E01024049,3,3
Unvalidated,2024131417018,2024.0,131417018,1.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,9,,9,E01011419,3,3
Unvalidated,2024010494902,2024.0,010494902,1.0,1.0,1,1.0,36,7,0.0,0,0,0,0.0,3,1.0,5,E01003703,-1,3
Unvalidated,2024010518688,2024.0,,1.0,1.0,1,-1.0,22,5,0.0,0,0,0,0.0,3,1.0,4,E01001087,-1,3
Unvalidated,2024061403576,2024.0,061403576,2.0,1.0,1,1.0,23,5,0.0,0,0,0,0.0,1,1.0,6,E01006157,3,3
Unvalidated,2024141441404,2024.0,141441404,1.0,1.0,1,2.0,42,7,0.0,0,0,0,0.0,9,2.0,2,E01007491,3,3
Unvalidated,2024101455818,2024.0,101455818,1.0,1.0,3,1.0,36,7,8.0,9,0,0,0.0,0,1.0,4,E01008640,7,2
Unvalidated,2024421460830,2024.0,421460830,1.0,1.0,3,1.0,41,7,6.0,9,0,0,0.0,0,1.0,5,E01021890,3,3
Unvalidated,2024430269736,2024.0,430269736,1.0,1.0,1,1.0,55,8,0.0,0,0,0,,4,1.0,6,E01017809,-1,3
Unvalidated,2024421448745,2024.0,421448745,1.0,1.0,1,1.0,66,10,0.0,0,0,0,0.0,11,-1.0,-1,-1,3,3
Unvalidated,2024201428239,2024.0,201428239,1.0,1.0,1,1.0,21,5,0.0,0,0,0,0.0,3,1.0,1,E01010061,6,2
Unvalidated,2024211430875,,211430875,1.0,1.0,1,1.0,-1,-1,0.0,0,0,0,0.0,98,1.0,1,E01007126,3,3
Unvalidated,2024010517249,2024.0,010517249,1.0,1.0,1,-1.0,23,5,0.0,0,0,0,0.0,3,1.0,8,E01001604,-1,3
Unvalidated,2024231445587,2024.0,231445587,1.0,1.0,1,2.0,30,6,0.0,0,0,0,0.0,9,1.0,1,E01031043,3,3
Unvalidated,2024141417742,2024.0,141417742,1.0,2.0,2,1.0,17,4,0.0,0,2,0,0.0,9,1.0,2,E01007745,3,3
Unvalidated,2024991442937,2024.0,991442937,1.0,2.0,1,1.0,24,5,0.0,0,0,0,0.0,9,1.0,9,-1,3,3
,2024141403162,2024.0,141403162,1.0,2.0,1,2.0,19,4,0.0,0,0,0,0.0,9,1.0,7,E01007477,3,3
Unvalidated,2024010495712,2024.0,010495712,1.0,1.0,1,2.0,26,6,0.0,0,0,0,0.0,1,1.0,7,E01002898,-1,3
Unvalidated,2024991412422,2024.0,991412422,1.0,1.0,1,1.0,30,6,0.0,0,0,0,0.0,90,1.0,2,-1,6,2
Unvalidated,2024411458289,2024.0,411458289,2.0,1.0,1,1.0,91,11,0.0,0,0,0,,9,1.0,10,E01023968,3,3
Unvalidated,2024111429070,2024.0,111429070,3.0,4.0,2,2.0,76,11,0.0,0,0,4,0.0,11,1.0,2,E01012318,3,3
Unvalidated,2024010505105,2024.0,010505105,1.1043154498958287,1.0,1,2.0,25,5,0.0,0,0,0,0.0,9,1.0,2,E01000483,-1,3
Unvalidated,2024010500065,2024.0,010500065,2.0,1.0,1,1.0,28,6,0.0,0,0,0,0.0,3,1.0,3,E01003068,-1,3
Unvalidated,2024161459241,2024.0,161459241,1.0,1.0,1,1.0,56,9,0.0,0,0,0,0.0,1,1.0,1,E01012798,3,3
,2024520402000,2024.0,520402000,1.0,3.0,2,2.0,67,10,0.0,0,1,0,0.0,9,2.0,7,E01029189,-1,3
Unvalidated,202460Q078623,2024.0,60Q078623,1.0,1.0,1,1.0,74,10,0.11257427889298693,0,0,0,0.0,5,-1.0,-1,-1,-1,3
,2024531405539,2024.0,531405539,2.0,1.0,1,,54,8,0.0,0,0,0,0.0,9,3.0,6,E01022253,3,3
Unvalidated,2024501441927,2024.0,501441927,1.0,1.0,3,2.0,42,7,6.0,9,0,0,2.0,0,3.0,6,E01020033,3,3
Unvalidated,2024451450370,2024.0,451450370,1.0,1.0,1,1.0,51,8,0.0,0,0,0,0.0,1,1.0,10,E01030329,3,3
Unvalidated,2024440078295,2024.0,440078295,1.0,1.0,3,1.0,4,1,5.0,1,0,0,0.0,0,2.0,4,E01017312,-1,3
Unvalidated,2024131432412,2024.0,131432412,1.0,1.0,1,2.0,85,11,0.0,0,0,0,0.0,9,1.0,10,E01011562,1,1
Unvalidated,2024101460579,2024.0,101460579,2.0,1.0,1,2.0,43,7,0.0,0,0,0,0.0,9,2.0,2,E01027443,3,3
Unvalidated,2024041431969,2024.0,041431969,1.0,1.0,1,2.0,30,6,0.0,0,0,0,0.0,9,1.0,1,E01024908,7,2
Unvalidated,2024361432702,2024.0,361432702,2.0,1.0,1,2.0,47,8,0.0,0,0,0,0.0,9,1.0,8,E01030242,3,3
Unvalidated,2024411407680,2024.0,411407680,4.0,2.0,1,1.0,49,8,0.0,0,0,0,0.0,9,1.0,9,E01023094,3,3
Unvalidated,2024401449444,2024.0,401449444,1.0,1.0,2,1.0,65,9,0.0,0,1,0,0.0,9,1.0,10,E01017862,3,3
Unvalidated,2024101410740,2024.0,101410740,2.0,1.0,1,1.0,23,5,0.0,0,0,0,0.0,19,1.0,2,E01033545,3,3
Unvalidated,2024161454844,2024.0,161454844,1.0,1.0,1,2.0,28,6,0.0,0,0,0,0.0,9,1.0,8,E01013166,3,3
Unvalidated,2024010487285,2024.0,010487285,1.0,1.0,3,2.0,46,8,5.0,1,0,0,0.0,0,1.0,5,E01002395,-1,3
Unvalidated,2024501419004,2024.0,501419004,2.0,3.0,2,1.0,23,5,0.0,0,-1,0,0.0,9,1.0,9,E01020086,3,3
Unvalidated,2024610020224,2024.0,610020224,1.0,1.0,3,1.0,24,5,6.0,9,0,0,0.0,0,-1.0,-1,-1,-1,2
Unvalidated,2024991441258,2024.0,991441258,1.0,1.0,3,1.0,50,8,5.0,1,0,0,0.0,0,3.0,4,-1,6,2
Unvalidated,2024010513135,2024.0,010513135,1.0,1.0,3,2.0,19,4,1.0,9,0,0,0.0,0,1.0,3,E01001547,-1,2
Unvalidated,2024471401887,2024.0,471401887,1.0,1.0,1,1.0,26,6,0.0,0,0,0,0.0,19,1.0,4,E01021076,3,3
Unvalidated,2024010504788,2024.0,010504788,0.7663331607597266,1.0,2,2.0,6,2,0.0,0,2,0,0.0,9,1.0,7,E01002367,-1,3
Unvalidated,2024430019320,2024.0,430019320,2.0,1.0,1,1.0,58,9,0.0,0,0,0,0.0,4,1.0,2,E01016847,-1,2
Unvalidated,2024440098313,2024.0,440098313,1.0,1.0,3,1.0,56,9,6.0,9,0,0,0.0,0,1.0,-1,-1,-1,3
,2024211436190,2024.0,211436190,1.0,1.0,2,1.0,17,4,0.0,0,1,0,0.0,9,1.0,8,E01010507,3,3
Unvalidated,2024332400227,2024.0,,1.0,1.0,1,2.0,38,7,0.0,0,-1,0,0.0,9,1.0,5,E01013766,3,3
Unvalidated,2024010505146,2024.0,010505146,1.0,1.0,1,1.0,48,8,0.0,0,0,0,0.0,1,1.0,4,E01003278,-1,2
Unvalidated,2024302400908,2024.0,302400908,2.0,1.0,1,2.0,46,8,0.0,0,0,0,0.0,9,1.0,1,E01028173,-1,3
Unvalidated,2024010491736,2024.0,010491736,2.0,1.0,1,1.0,37,7,0.0,0,0,0,0.0,1,1.0,4,E01003278,-1,3
Unvalidated,202460Q063945,2024.0,60Q063945,1.0,1.0,1,1.0,60,9,0.0,0,0,0,0.0,9,-1.0,-1,-1,-1,2
Unvalidated,2024440163433,2024.0,440163433,1.0,1.0,3,2.0,39,7,6.0,9,0,0,0.0,0,1.0,8,E01022758,-1,3
Unvalidated,202460Q011421,2024.0,60Q011421,2.0,1.0,1,2.0,60,9,0.0,0,0,0,0.0,9,-1.0,-1,-1,-1,3
Unvalidated,2024430127259,2024.0,430127259,2.0,1.0,1,2.0,53,8,0.0,0,0,0,0.0,9,1.0,5,E01016392,-1,3
Unvalidated,2024471455333,2024.0,471455333,1.0,2.1093579532103033,1,1.0,25,5,0.0,0,0,0,0.0,3,1.0,6,E01021047,3,3
Unvalidated,2024552400299,2024.0,552400299,2.0,1.0,1,1.0,35,6,0.0,0,0,0,0.0,9,1.0,5,E01015423,-1,3
Unvalidated,2024311445426,2024.0,311445426,2.0,1.0434504702737601,1,2.0,53,8,0.0,0,0,0,0.0,1,1.0,1,E01028068,3,3
Unvalidated,2024070138377,2024.0,070138377,2.0,1.0,1,2.0,32,6,0.0,0,0,0,0.0,9,1.0,9,E01012568,-1,3
Unvalidated,2024311428532,2024.0,311428532,2.0,2.0,1,,20,4,0.0,0,0,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024141432367,2024.0,141432367,1.0,1.0,1,1.0,62,9,0.0,0,0,0,0.0,9,1.0,1,E01007406,3,3
Unvalidated,2024302400043,2024.0,302400043,1.0,1.0,1,1.0,74,10,0.0,0,0,0,0.0,19,1.0,3,E01019508,-1,1
Unvalidated,2024221451501,2024.0,221451501,2.0,1.0,1,2.0,22,5,0.0,0,0,0,0.0,9,,8,E01032458,3,3
Unvalidated,2024052401356,2024.0,052401356,1.0,1.0,3,2.0,11,3,5.0,1,0,0,0.0,0,-1.0,-1,-1,-1,3
Unvalidated,2024440018525,2024.0,440018525,2.0,1.0,1,1.0,48,8,0.0,0,0,0,0.0,3,1.0,10,E01023266,-1,2
Unvalidated,2024545286824,2024.0,545286824,2.0,1.0,2,2.0,31,6,0.0,0,1,0,0.0,9,1.0,10,E01030906,-1,3
Unvalidated,2024471434466,2024.0,471434466,2.0,1.0,1,1.0,52,8,0.0,0,0,0,0.0,9,1.0,6,E01003437,3,3
Unvalidated,2024421422560,2024.0,421422560,2.0,1.0,2,2.0,25,5,0.0,0,2,0,0.0,9,2.0,9,E01028394,3,3
Unvalidated,2024010499174,2024.0,010499174,1.0,1.0,1,1.0,46,8,-0.6705653715883044,0,0,0,0.0,1,1.0,7,E01000178,-1,3
Unvalidated,2024010502797,2024.0,010502797,1.0,1.0,2,2.0,73,10,0.0,0,0,3,0.0,11,1.0,10,E01003443,-1,3
Unvalidated,2024302400060,2024.0,302400060,1.0,1.0,3,1.0,72,10,5.0,9,0,0,0.0,0,1.0,3,E01019437,-1,2
Unvalidated,2024231437776,2024.0,231437776,1.0,1.0,1,1.0,57,9,0.0,0,0,0,0.0,19,2.0,5,E01031186,3,3
Unvalidated,2024010514625,2024.0,010514625,1.0503206625581079,1.0,1,1.0,40,7,0.0,0,0,0,0.0,9,1.0,7,E01000675,-1,3
Unvalidated,2024421424002,2024.0,421424002,2.0,2.0,1,2.0,34,6,0.0,0,0,0,0.0,9,1.0,10,E01032763,3,3
,2024131436685,2024.0,131436685,1.0,1.0,3,2.0,10,2,10.0,1,0,0,2.0,0,1.0,6,E01010754,3,3
Unvalidated,2024461406125,2024.0,461406125,2.0,2.0,1,2.0,32,6,0.0,0,0,0,0.0,9,1.0,7,E01024141,3,3
Unvalidated,2024421444745,2024.0,421444745,1.0,1.0,1,1.0,29,6,0.0,0,0,0,0.0,5,3.0,6,E01021348,7,2
Unvalidated,2024010493487,2024.0,010493487,1.0298432773516517,1.0,1,1.0,35,6,0.0,0,0,0,0.0,3,1.0,3,E01003430,-1,3
Unvalidated,2024332400588,2024.0,332400588,1.0,1.0,1,2.0,39,7,0.0,0,-1,0,0.0,9,1.0,-1,-1,3,3
Unvalidated,2024552400513,2024.0,552400513,2.0,1.0,1,1.0,37,7,0.0,0,0,0,0.0,3,1.0,2,E01015288,-1,3
Unvalidated,2024161425907,2024.0,161425907,2.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,1,1.0,1,E01013208,3,3
Unvalidated,2024161396662,2024.0,161396662,2.0,1.0,2,1.0,14,3,0.0,0,2,0,0.0,9,1.0,6,E01013105,3,3
Unvalidated,2024010516583,2024.0,010516583,2.0,3.0,2,1.0,69,10,0.0,0,1,0,0.0,9,1.0,6,E01029919,-1,3
Unvalidated,2024351438659,2024.0,351438659,1.0,1.0,1,1.0,61,9,0.0,0,0,0,0.0,9,,3,E01018087,3,3
Unvalidated,2024010497227,2024.0,010497227,1.0,1.0,1,1.0,47,8,0.0,0,0,0,0.0,11,1.0,4,E01000518,-1,3
Unvalidated,2024543989324,2024.0,543989324,3.0,3.0,1,1.0,44,7,0.0,0,0,0,0.0,9,1.0,8,E01028773,-1,3
Unvalidated,2024991447226,,991447226,1.0,1.0,3,1.0,38,7,5.0,1,0,0,2.0,0,-1.0,-1,-1,3,3
Unvalidated,2024531396804,2024.0,531396804,2.0,3.0,2,2.0,5,1,0.0,0,1,0,0.0,9,1.0,9,E01022436,3,3
Unvalidated,2024451447971,2024.0,451447971,1.0,1.0,1,1.0,70,10,0.0,0,0,0,0.0,9,1.0,9,E01030394,3,3
Unvalidated,2024010515842,,010515842,1.0,1.0,3,2.0,29,6,5.0,2,0,0,0.0,0,1.0,5,E01004475,-1,3
Unvalidated,2024010493899,2024.0,010493899,1.0,1.0,1,1.0,25,5,0.0,0,0,0,0.0,9,1.0,5,E01000615,-1,3
Unvalidated,2024010507922,2024.0,010507922,1.0,1.0,3,2.0,77,11,5.0,1,0,0,0.0,0,1.0,2,E01000523,-1,2
Unvalidated,2024351437871,2024.0,351437871,2.0,1.0,2,2.0,55,8,0.0,0,1,0,0.0,9,2.0,9,E01018278,3,3
Unvalidated,2024421461474,2024.0,421461474,1.0,1.0,1,1.0,20,4,0.0,0,0,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024461442974,2024.0,461442974,2.0,2.0,2,2.0,37,7,0.0,0,1,0,0.0,9,1.0,2,E01024061,3,3
Unvalidated,2024501432398,2024.0,501432398,2.0,2.0,2,1.0,31,6,0.0,0,1,0,0.0,19,1.0,2,E01015262,3,3
Unvalidated,2024411409338,2024.0,411409338,2.0,2.0,1,1.0,39,7,0.0,0,0,0,,9,1.0,7,E01023398,3,3
Unvalidated,2024010514581,2024.0,010514581,1.0,1.0,1,2.0,41,7,0.0,0,0,0,0.0,9,1.0,5,E01004188,-1,3
Unvalidated,2024010505630,2024.0,010505630,3.0,1.0,1,1.0,27,6,0.0,0,0,0,0.0,1,1.0,4,E01003739,-1,2
Unvalidated,2024461402789,2024.0,461402789,1.9256393654439758,1.0,1,1.0,31,6,0.0,0,0,0,0.0,9,,6,E01033091,3,3
Unvalidated,2024501408296,2024.0,501408296,1.0,1.0,1,1.0,48,8,0.0,0,0,0,0.0,9,1.0,1,E01015058,3,3
Unvalidated,2024461464698,2024.0,461464698,1.0,2.0,3,1.0,14,3,6.0,9,0,0,2.0,0,-1.0,-1,-1,3,3
Unvalidated,2024991401670,2024.0,991401670,1.0,1.0,3,1.0,12,3,5.0,3,0,0,0.0,0,1.0,3,-1,3,3
Unvalidated,2024010517731,2024.0,010517731,1.0,1.0,1,1.0,16,4,0.0,0,0,0,,1,1.0,2,E01003168,-1,3
Unvalidated,2024991450068,2024.0,991450068,1.0,1.0,1,2.0,23,5,0.0,0,0,0,0.0,9,1.0,6,-1,3,3
Unvalidated,202417S202224,2024.0,17S202224,1.0,1.0,1,2.0,30,6,0.0,0,0,0,0.0,9,1.0,4,E01033467,-1,3
Unvalidated,2024201453476,2024.0,201453476,2.0,2.0,2,1.0,54,8,0.2773837498749895,0,1,0,0.0,9,-1.0,-1,-1,7,2
Unvalidated,2024010512052,2024.0,010512052,1.0,1.0,1,2.0,31,6,0.0,0,0,0,0.0,9,1.0,9,E01000455,-1,3
Unvalidated,2024501430374,2024.0,501430374,1.0,2.0,2,1.0,63,9,0.0,0,-1,0,0.0,9,1.0,3,E01015085,3,3
Unvalidated,2024010508106,2024.0,010508106,2.0,2.0,1,1.0,29,6,0.0,0,0,0,0.0,9,1.0,10,E01023885,-1,3
Unvalidated,2024501445712,2024.0,501445712,1.0,1.0,1,1.0,35,6,0.0,0,0,0,0.0,9,3.0,4,E01020322,3,3
Unvalidated,2024010508538,2024.0,010508538,2.0,2.0,2,,27,6,0.0,0,1,0,0.0,9,1.0,4,E01001512,-1,3
Unvalidated,2024440009865,2024.0,440009865,1.0,1.0,2,1.0,36,7,0.0,0,0,0,0.0,20,1.0,3,E01015308,-1,3
Unvalidated,2024421427260,2024.0,421427260,1.0,2.0,1,1.0,17,4,0.0,0,0,0,0.0,2,1.0,1,E01022025,3,3
Unvalidated,2024061400833,2024.0,061400833,1.0,2.0,2,2.0,8,2,0.0,0,2,0,0.0,8,1.0,1,E01005292,3,3
